date,station_name,river_basin,upstream_dam_outflow_cumec,discharge_cumec,water_level_m,warning_level_m,danger_level_m,highest_flood_level_m
2019-09-08,Mundali_Barrage_Cuttack,Mahanadi,1295.07,4414.12,22.93,26.5,27.5,29.2
2019-09-09,Mundali_Barrage_Cuttack,Mahanadi,1140.58,3517.81,22.75,26.5,27.5,29.2
2019-09-10,Mundali_Barrage_Cuttack,Mahanadi,953.2,3033.44,22.5,26.5,27.5,29.2
2019-09-11,Mundali_Barrage_Cuttack,Mahanadi,704.61,2025.86,22.23,26.5,27.5,29.2
2019-09-12,Mundali_Barrage_Cuttack,Mahanadi,672.7,2366.12,22.13,26.5,27.5,29.2
2019-09-13,Mundali_Barrage_Cuttack,Mahanadi,22681.07,45263.86,27.2,26.5,27.5,29.2
2019-09-14,Mundali_Barrage_Cuttack,Mahanadi,1109.52,4004.0,25.46,26.5,27.5,29.2
2019-09-15,Mundali_Barrage_Cuttack,Mahanadi,758.57,2434.95,24.15,26.5,27.5,29.2
2019-09-16,Mundali_Barrage_Cuttack,Mahanadi,716.23,2166.0,23.23,26.5,27.5,29.2
2019-09-17,Mundali_Barrage_Cuttack,Mahanadi,2235.87,7970.42,23.49,26.5,27.5,29.2
2019-09-18,Mundali_Barrage_Cuttack,Mahanadi,1048.36,3823.89,22.99,26.5,27.5,29.2
2019-09-19,Mundali_Barrage_Cuttack,Mahanadi,541.73,1413.35,22.59,26.5,27.5,29.2
2019-09-20,Mundali_Barrage_Cuttack,Mahanadi,842.32,2510.21,22.3,26.5,27.5,29.2
2019-09-21,Mundali_Barrage_Cuttack,Mahanadi,2339.7,8704.17,22.95,26.5,27.5,29.2
2019-09-22,Mundali_Barrage_Cuttack,Mahanadi,5635.64,13289.31,23.92,26.5,27.5,29.2
2019-09-23,Mundali_Barrage_Cuttack,Mahanadi,1806.77,6591.73,23.75,26.5,27.5,29.2
2019-09-24,Mundali_Barrage_Cuttack,Mahanadi,1402.3,4952.85,23.39,26.5,27.5,29.2
2019-09-25,Mundali_Barrage_Cuttack,Mahanadi,1852.55,6884.43,23.46,26.5,27.5,29.2
2019-09-26,Mundali_Barrage_Cuttack,Mahanadi,653.36,2346.7,22.84,26.5,27.5,29.2
2019-09-27,Mundali_Barrage_Cuttack,Mahanadi,7241.18,17660.68,24.44,26.5,27.5,29.2
2019-09-28,Mundali_Barrage_Cuttack,Mahanadi,426.78,1579.46,23.37,26.5,27.5,29.2
2019-09-29,Mundali_Barrage_Cuttack,Mahanadi,649.34,1725.38,22.72,26.5,27.5,29.2
2019-09-30,Mundali_Barrage_Cuttack,Mahanadi,1978.21,7282.32,23.06,26.5,27.5,29.2
2019-10-01,Mundali_Barrage_Cuttack,Mahanadi,587.23,1815.25,22.41,26.5,27.5,29.2
2019-10-02,Mundali_Barrage_Cuttack,Mahanadi,548.42,1611.21,22.1,26.5,27.5,29.2
2019-10-03,Mundali_Barrage_Cuttack,Mahanadi,627.87,1919.23,21.98,26.5,27.5,29.2
2019-10-04,Mundali_Barrage_Cuttack,Mahanadi,538.28,1662.14,21.78,26.5,27.5,29.2
2019-10-05,Mundali_Barrage_Cuttack,Mahanadi,607.38,1747.38,21.63,26.5,27.5,29.2
2019-10-06,Mundali_Barrage_Cuttack,Mahanadi,478.43,1420.11,21.57,26.5,27.5,29.2
2019-10-07,Mundali_Barrage_Cuttack,Mahanadi,445.66,1610.89,21.48,26.5,27.5,29.2
2019-10-08,Mundali_Barrage_Cuttack,Mahanadi,29996.88,56518.35,28.03,26.5,27.5,29.2
2019-10-09,Mundali_Barrage_Cuttack,Mahanadi,404.33,1439.53,25.68,26.5,27.5,29.2
2019-10-10,Mundali_Barrage_Cuttack,Mahanadi,517.22,1578.11,24.25,26.5,27.5,29.2
2019-10-11,Mundali_Barrage_Cuttack,Mahanadi,410.12,1296.9,23.27,26.5,27.5,29.2
2019-10-12,Mundali_Barrage_Cuttack,Mahanadi,510.68,1307.18,22.64,26.5,27.5,29.2
2019-10-13,Mundali_Barrage_Cuttack,Mahanadi,21303.05,46355.26,27.81,26.5,27.5,29.2
2019-10-14,Mundali_Barrage_Cuttack,Mahanadi,539.84,1690.62,25.61,26.5,27.5,29.2
2019-10-15,Mundali_Barrage_Cuttack,Mahanadi,406.63,1294.61,24.04,26.5,27.5,29.2
2019-10-16,Mundali_Barrage_Cuttack,Mahanadi,415.32,1219.2,23.19,26.5,27.5,29.2
2019-10-17,Mundali_Barrage_Cuttack,Mahanadi,454.53,1337.14,22.62,26.5,27.5,29.2
2019-10-18,Mundali_Barrage_Cuttack,Mahanadi,512.84,1554.92,22.15,26.5,27.5,29.2
2019-10-19,Mundali_Barrage_Cuttack,Mahanadi,402.43,1656.23,21.92,26.5,27.5,29.2
2019-10-20,Mundali_Barrage_Cuttack,Mahanadi,583.64,1760.5,21.75,26.5,27.5,29.2
2019-10-21,Mundali_Barrage_Cuttack,Mahanadi,519.54,1450.33,21.68,26.5,27.5,29.2
2019-10-22,Mundali_Barrage_Cuttack,Mahanadi,463.82,1380.48,21.65,26.5,27.5,29.2
2019-10-23,Mundali_Barrage_Cuttack,Mahanadi,400.81,1135.39,21.52,26.5,27.5,29.2
2019-10-24,Mundali_Barrage_Cuttack,Mahanadi,561.18,1605.29,21.62,26.5,27.5,29.2
2019-10-25,Mundali_Barrage_Cuttack,Mahanadi,9773.65,21805.9,24.12,26.5,27.5,29.2
2019-10-26,Mundali_Barrage_Cuttack,Mahanadi,641.89,1869.17,23.23,26.5,27.5,29.2
2019-10-27,Mundali_Barrage_Cuttack,Mahanadi,521.74,1656.51,22.66,26.5,27.5,29.2
2019-10-28,Mundali_Barrage_Cuttack,Mahanadi,446.29,1346.91,22.13,26.5,27.5,29.2
2019-10-29,Mundali_Barrage_Cuttack,Mahanadi,579.57,1596.19,21.89,26.5,27.5,29.2
2019-10-30,Mundali_Barrage_Cuttack,Mahanadi,458.26,1108.31,21.64,26.5,27.5,29.2
2019-10-31,Mundali_Barrage_Cuttack,Mahanadi,560.44,1822.53,21.63,26.5,27.5,29.2
2019-11-01,Mundali_Barrage_Cuttack,Mahanadi,524.57,1513.1,21.56,26.5,27.5,29.2
2019-11-02,Mundali_Barrage_Cuttack,Mahanadi,439.16,1364.47,21.51,26.5,27.5,29.2
2019-11-03,Mundali_Barrage_Cuttack,Mahanadi,596.58,1561.74,21.44,26.5,27.5,29.2
2019-11-04,Mundali_Barrage_Cuttack,Mahanadi,25332.01,45845.13,26.73,26.5,27.5,29.2
2019-11-05,Mundali_Barrage_Cuttack,Mahanadi,538.4,1406.09,24.9,26.5,27.5,29.2
2019-11-06,Mundali_Barrage_Cuttack,Mahanadi,480.12,1093.02,23.64,26.5,27.5,29.2
2019-11-07,Mundali_Barrage_Cuttack,Mahanadi,495.92,1372.83,22.9,26.5,27.5,29.2
2019-11-08,Mundali_Barrage_Cuttack,Mahanadi,541.88,1520.35,22.43,26.5,27.5,29.2
2019-11-09,Mundali_Barrage_Cuttack,Mahanadi,570.59,1790.84,22.05,26.5,27.5,29.2
2019-11-10,Mundali_Barrage_Cuttack,Mahanadi,595.82,1808.32,21.91,26.5,27.5,29.2
2019-11-11,Mundali_Barrage_Cuttack,Mahanadi,489.06,1443.46,21.68,26.5,27.5,29.2
2019-11-12,Mundali_Barrage_Cuttack,Mahanadi,519.43,1169.87,21.54,26.5,27.5,29.2
2019-11-13,Mundali_Barrage_Cuttack,Mahanadi,493.56,1351.73,21.4,26.5,27.5,29.2
2019-11-14,Mundali_Barrage_Cuttack,Mahanadi,616.08,1757.6,21.48,26.5,27.5,29.2
2019-11-15,Mundali_Barrage_Cuttack,Mahanadi,597.73,1366.72,21.46,26.5,27.5,29.2
2019-11-16,Mundali_Barrage_Cuttack,Mahanadi,495.41,1521.07,21.56,26.5,27.5,29.2
2019-11-17,Mundali_Barrage_Cuttack,Mahanadi,534.41,1692.57,21.62,26.5,27.5,29.2
2019-11-18,Mundali_Barrage_Cuttack,Mahanadi,458.76,1464.34,21.61,26.5,27.5,29.2
2019-11-19,Mundali_Barrage_Cuttack,Mahanadi,579.65,1758.57,21.62,26.5,27.5,29.2
2019-11-20,Mundali_Barrage_Cuttack,Mahanadi,24704.48,46425.05,26.94,26.5,27.5,29.2
2019-11-21,Mundali_Barrage_Cuttack,Mahanadi,501.72,1482.36,25.0,26.5,27.5,29.2
2019-11-22,Mundali_Barrage_Cuttack,Mahanadi,509.3,1265.63,23.76,26.5,27.5,29.2
2019-11-23,Mundali_Barrage_Cuttack,Mahanadi,687.51,2277.23,23.11,26.5,27.5,29.2
2019-11-24,Mundali_Barrage_Cuttack,Mahanadi,563.01,1726.67,22.5,26.5,27.5,29.2
2019-11-25,Mundali_Barrage_Cuttack,Mahanadi,499.72,1484.03,22.06,26.5,27.5,29.2
2019-11-26,Mundali_Barrage_Cuttack,Mahanadi,27822.62,53696.18,28.12,26.5,27.5,29.2
2019-11-27,Mundali_Barrage_Cuttack,Mahanadi,432.91,1266.06,25.84,26.5,27.5,29.2
2019-11-28,Mundali_Barrage_Cuttack,Mahanadi,587.72,1705.52,24.35,26.5,27.5,29.2
2019-11-29,Mundali_Barrage_Cuttack,Mahanadi,640.17,1802.52,23.26,26.5,27.5,29.2
2019-11-30,Mundali_Barrage_Cuttack,Mahanadi,437.23,1513.43,22.59,26.5,27.5,29.2
2019-12-01,Mundali_Barrage_Cuttack,Mahanadi,612.4,1644.86,22.3,26.5,27.5,29.2
2019-12-02,Mundali_Barrage_Cuttack,Mahanadi,417.3,1319.02,21.96,26.5,27.5,29.2
2019-12-03,Mundali_Barrage_Cuttack,Mahanadi,492.76,1458.51,21.84,26.5,27.5,29.2
2019-12-04,Mundali_Barrage_Cuttack,Mahanadi,426.09,1451.28,21.75,26.5,27.5,29.2
2019-12-05,Mundali_Barrage_Cuttack,Mahanadi,505.49,1325.86,21.63,26.5,27.5,29.2
2019-12-06,Mundali_Barrage_Cuttack,Mahanadi,531.17,1558.45,21.56,26.5,27.5,29.2
2019-12-07,Mundali_Barrage_Cuttack,Mahanadi,456.87,1465.0,21.63,26.5,27.5,29.2
2019-12-08,Mundali_Barrage_Cuttack,Mahanadi,519.27,1222.44,21.5,26.5,27.5,29.2
2019-12-09,Mundali_Barrage_Cuttack,Mahanadi,409.71,1461.43,21.53,26.5,27.5,29.2
2019-12-10,Mundali_Barrage_Cuttack,Mahanadi,534.15,1303.55,21.52,26.5,27.5,29.2
2019-12-11,Mundali_Barrage_Cuttack,Mahanadi,404.47,1319.84,21.55,26.5,27.5,29.2
2019-12-12,Mundali_Barrage_Cuttack,Mahanadi,461.37,1566.58,21.49,26.5,27.5,29.2
2019-12-13,Mundali_Barrage_Cuttack,Mahanadi,583.74,1567.85,21.54,26.5,27.5,29.2
2019-12-14,Mundali_Barrage_Cuttack,Mahanadi,443.88,1286.34,21.52,26.5,27.5,29.2
2019-12-15,Mundali_Barrage_Cuttack,Mahanadi,578.54,1899.02,21.47,26.5,27.5,29.2
2019-12-16,Mundali_Barrage_Cuttack,Mahanadi,464.37,1379.54,21.39,26.5,27.5,29.2
2019-12-17,Mundali_Barrage_Cuttack,Mahanadi,575.38,1700.47,21.44,26.5,27.5,29.2
2019-12-18,Mundali_Barrage_Cuttack,Mahanadi,439.17,1411.92,21.38,26.5,27.5,29.2
2019-12-19,Mundali_Barrage_Cuttack,Mahanadi,492.67,1607.04,21.45,26.5,27.5,29.2
2019-12-20,Mundali_Barrage_Cuttack,Mahanadi,550.26,1494.4,21.48,26.5,27.5,29.2
2019-12-21,Mundali_Barrage_Cuttack,Mahanadi,441.28,1227.36,21.45,26.5,27.5,29.2
2019-12-22,Mundali_Barrage_Cuttack,Mahanadi,575.67,1793.51,21.43,26.5,27.5,29.2
2019-12-23,Mundali_Barrage_Cuttack,Mahanadi,422.24,1359.63,21.41,26.5,27.5,29.2
2019-12-24,Mundali_Barrage_Cuttack,Mahanadi,522.05,1625.37,21.51,26.5,27.5,29.2
2019-12-25,Mundali_Barrage_Cuttack,Mahanadi,422.86,1244.62,21.44,26.5,27.5,29.2
2019-12-26,Mundali_Barrage_Cuttack,Mahanadi,568.59,1422.38,21.47,26.5,27.5,29.2
2019-12-27,Mundali_Barrage_Cuttack,Mahanadi,468.26,1421.9,21.48,26.5,27.5,29.2
2019-12-28,Mundali_Barrage_Cuttack,Mahanadi,560.23,1402.5,21.43,26.5,27.5,29.2
2019-12-29,Mundali_Barrage_Cuttack,Mahanadi,744.58,2438.28,21.62,26.5,27.5,29.2
2019-12-30,Mundali_Barrage_Cuttack,Mahanadi,510.53,1708.94,21.61,26.5,27.5,29.2
2019-12-31,Mundali_Barrage_Cuttack,Mahanadi,454.0,1522.15,21.54,26.5,27.5,29.2
2020-01-01,Mundali_Barrage_Cuttack,Mahanadi,461.77,1674.3,21.55,26.5,27.5,29.2
2020-01-02,Mundali_Barrage_Cuttack,Mahanadi,599.98,1294.17,21.4,26.5,27.5,29.2
2020-01-03,Mundali_Barrage_Cuttack,Mahanadi,568.52,1632.49,21.48,26.5,27.5,29.2
2020-01-04,Mundali_Barrage_Cuttack,Mahanadi,492.65,1588.5,21.4,26.5,27.5,29.2
2020-01-05,Mundali_Barrage_Cuttack,Mahanadi,846.44,2444.1,21.42,26.5,27.5,29.2
2020-01-06,Mundali_Barrage_Cuttack,Mahanadi,595.52,1441.73,21.52,26.5,27.5,29.2
2020-01-07,Mundali_Barrage_Cuttack,Mahanadi,405.21,1194.19,21.47,26.5,27.5,29.2
2020-01-08,Mundali_Barrage_Cuttack,Mahanadi,566.89,1498.99,21.55,26.5,27.5,29.2
2020-01-09,Mundali_Barrage_Cuttack,Mahanadi,485.84,1385.9,21.53,26.5,27.5,29.2
2020-01-10,Mundali_Barrage_Cuttack,Mahanadi,449.8,1312.42,21.51,26.5,27.5,29.2
2020-01-11,Mundali_Barrage_Cuttack,Mahanadi,428.66,1248.01,21.51,26.5,27.5,29.2
2020-01-12,Mundali_Barrage_Cuttack,Mahanadi,545.82,1417.8,21.4,26.5,27.5,29.2
2020-01-13,Mundali_Barrage_Cuttack,Mahanadi,596.63,1477.12,21.35,26.5,27.5,29.2
2020-01-14,Mundali_Barrage_Cuttack,Mahanadi,460.22,1394.42,21.32,26.5,27.5,29.2
2020-01-15,Mundali_Barrage_Cuttack,Mahanadi,475.74,1557.11,21.4,26.5,27.5,29.2
2020-01-16,Mundali_Barrage_Cuttack,Mahanadi,508.85,1475.38,21.4,26.5,27.5,29.2
2020-01-17,Mundali_Barrage_Cuttack,Mahanadi,411.08,1565.42,21.48,26.5,27.5,29.2
2020-01-18,Mundali_Barrage_Cuttack,Mahanadi,439.55,1283.95,21.5,26.5,27.5,29.2
2020-01-19,Mundali_Barrage_Cuttack,Mahanadi,517.33,1434.67,21.51,26.5,27.5,29.2
2020-01-20,Mundali_Barrage_Cuttack,Mahanadi,564.01,1650.77,21.54,26.5,27.5,29.2
2020-01-21,Mundali_Barrage_Cuttack,Mahanadi,557.8,1569.36,21.51,26.5,27.5,29.2
2020-01-22,Mundali_Barrage_Cuttack,Mahanadi,435.45,1415.44,21.59,26.5,27.5,29.2
2020-01-23,Mundali_Barrage_Cuttack,Mahanadi,416.64,1367.61,21.43,26.5,27.5,29.2
2020-01-24,Mundali_Barrage_Cuttack,Mahanadi,835.07,2721.09,21.68,26.5,27.5,29.2
2020-01-25,Mundali_Barrage_Cuttack,Mahanadi,499.21,1346.53,21.56,26.5,27.5,29.2
2020-01-26,Mundali_Barrage_Cuttack,Mahanadi,481.82,1138.56,21.4,26.5,27.5,29.2
2020-01-27,Mundali_Barrage_Cuttack,Mahanadi,477.26,1787.12,21.58,26.5,27.5,29.2
2020-01-28,Mundali_Barrage_Cuttack,Mahanadi,415.62,1236.49,21.57,26.5,27.5,29.2
2020-01-29,Mundali_Barrage_Cuttack,Mahanadi,547.64,1407.56,21.51,26.5,27.5,29.2
2020-01-30,Mundali_Barrage_Cuttack,Mahanadi,553.5,1515.05,21.46,26.5,27.5,29.2
2020-01-31,Mundali_Barrage_Cuttack,Mahanadi,544.61,1308.86,21.41,26.5,27.5,29.2
2020-02-01,Mundali_Barrage_Cuttack,Mahanadi,655.32,1945.78,21.36,26.5,27.5,29.2
2020-02-02,Mundali_Barrage_Cuttack,Mahanadi,539.53,1808.89,21.39,26.5,27.5,29.2
2020-02-03,Mundali_Barrage_Cuttack,Mahanadi,625.43,1745.93,21.38,26.5,27.5,29.2
2020-02-04,Mundali_Barrage_Cuttack,Mahanadi,542.53,1541.45,21.44,26.5,27.5,29.2
2020-02-05,Mundali_Barrage_Cuttack,Mahanadi,494.32,1535.22,21.52,26.5,27.5,29.2
2020-02-06,Mundali_Barrage_Cuttack,Mahanadi,412.12,1528.37,21.49,26.5,27.5,29.2
2020-02-07,Mundali_Barrage_Cuttack,Mahanadi,462.62,1517.31,21.47,26.5,27.5,29.2
2020-02-08,Mundali_Barrage_Cuttack,Mahanadi,567.38,1354.4,21.49,26.5,27.5,29.2
2020-02-09,Mundali_Barrage_Cuttack,Mahanadi,423.41,1417.43,21.38,26.5,27.5,29.2
2020-02-10,Mundali_Barrage_Cuttack,Mahanadi,412.8,1300.72,21.37,26.5,27.5,29.2
2020-02-11,Mundali_Barrage_Cuttack,Mahanadi,531.8,1646.98,21.53,26.5,27.5,29.2
2020-02-12,Mundali_Barrage_Cuttack,Mahanadi,475.6,1369.75,21.48,26.5,27.5,29.2
2020-02-13,Mundali_Barrage_Cuttack,Mahanadi,445.29,1477.99,21.48,26.5,27.5,29.2
2020-02-14,Mundali_Barrage_Cuttack,Mahanadi,528.55,1531.3,21.44,26.5,27.5,29.2
2020-02-15,Mundali_Barrage_Cuttack,Mahanadi,450.57,1628.43,21.4,26.5,27.5,29.2
2020-02-16,Mundali_Barrage_Cuttack,Mahanadi,487.3,1314.69,21.34,26.5,27.5,29.2
2020-02-17,Mundali_Barrage_Cuttack,Mahanadi,481.81,1252.05,21.34,26.5,27.5,29.2
2020-02-18,Mundali_Barrage_Cuttack,Mahanadi,581.1,1542.16,21.36,26.5,27.5,29.2
2020-02-19,Mundali_Barrage_Cuttack,Mahanadi,473.2,1412.63,21.33,26.5,27.5,29.2
2020-02-20,Mundali_Barrage_Cuttack,Mahanadi,455.28,1161.31,21.45,26.5,27.5,29.2
2020-02-21,Mundali_Barrage_Cuttack,Mahanadi,486.99,1370.34,21.42,26.5,27.5,29.2
2020-02-22,Mundali_Barrage_Cuttack,Mahanadi,498.88,1912.68,21.53,26.5,27.5,29.2
2020-02-23,Mundali_Barrage_Cuttack,Mahanadi,474.56,1592.26,21.57,26.5,27.5,29.2
2020-02-24,Mundali_Barrage_Cuttack,Mahanadi,587.07,1615.85,21.61,26.5,27.5,29.2
2020-02-25,Mundali_Barrage_Cuttack,Mahanadi,416.73,1200.77,21.47,26.5,27.5,29.2
2020-02-26,Mundali_Barrage_Cuttack,Mahanadi,512.15,1430.27,21.45,26.5,27.5,29.2
2020-02-27,Mundali_Barrage_Cuttack,Mahanadi,546.15,1444.93,21.35,26.5,27.5,29.2
2020-02-28,Mundali_Barrage_Cuttack,Mahanadi,425.53,1397.17,21.45,26.5,27.5,29.2
2020-02-29,Mundali_Barrage_Cuttack,Mahanadi,580.32,1660.28,21.47,26.5,27.5,29.2
2020-03-01,Mundali_Barrage_Cuttack,Mahanadi,578.37,1656.98,21.49,26.5,27.5,29.2
2020-03-02,Mundali_Barrage_Cuttack,Mahanadi,464.62,1337.47,21.45,26.5,27.5,29.2
2020-03-03,Mundali_Barrage_Cuttack,Mahanadi,517.84,1611.08,21.5,26.5,27.5,29.2
2020-03-04,Mundali_Barrage_Cuttack,Mahanadi,429.96,1166.96,21.44,26.5,27.5,29.2
2020-03-05,Mundali_Barrage_Cuttack,Mahanadi,532.43,1378.38,21.38,26.5,27.5,29.2
2020-03-06,Mundali_Barrage_Cuttack,Mahanadi,570.18,1477.56,21.4,26.5,27.5,29.2
2020-03-07,Mundali_Barrage_Cuttack,Mahanadi,504.92,1243.55,21.42,26.5,27.5,29.2
2020-03-08,Mundali_Barrage_Cuttack,Mahanadi,512.74,1273.8,21.35,26.5,27.5,29.2
2020-03-09,Mundali_Barrage_Cuttack,Mahanadi,407.02,1401.98,21.49,26.5,27.5,29.2
2020-03-10,Mundali_Barrage_Cuttack,Mahanadi,491.87,1141.08,21.44,26.5,27.5,29.2
2020-03-11,Mundali_Barrage_Cuttack,Mahanadi,436.1,1251.1,21.45,26.5,27.5,29.2
2020-03-12,Mundali_Barrage_Cuttack,Mahanadi,537.52,1524.44,21.34,26.5,27.5,29.2
2020-03-13,Mundali_Barrage_Cuttack,Mahanadi,586.77,1562.85,21.36,26.5,27.5,29.2
2020-03-14,Mundali_Barrage_Cuttack,Mahanadi,572.68,1310.08,21.41,26.5,27.5,29.2
2020-03-15,Mundali_Barrage_Cuttack,Mahanadi,479.54,1528.88,21.44,26.5,27.5,29.2
2020-03-16,Mundali_Barrage_Cuttack,Mahanadi,408.21,1299.15,21.4,26.5,27.5,29.2
2020-03-17,Mundali_Barrage_Cuttack,Mahanadi,446.56,1251.66,21.35,26.5,27.5,29.2
2020-03-18,Mundali_Barrage_Cuttack,Mahanadi,439.17,1317.45,21.35,26.5,27.5,29.2
2020-03-19,Mundali_Barrage_Cuttack,Mahanadi,449.25,1349.71,21.38,26.5,27.5,29.2
2020-03-20,Mundali_Barrage_Cuttack,Mahanadi,567.26,1307.42,21.35,26.5,27.5,29.2
2020-03-21,Mundali_Barrage_Cuttack,Mahanadi,515.15,1548.25,21.43,26.5,27.5,29.2
2020-03-22,Mundali_Barrage_Cuttack,Mahanadi,578.0,1512.15,21.44,26.5,27.5,29.2
2020-03-23,Mundali_Barrage_Cuttack,Mahanadi,575.86,1549.83,21.45,26.5,27.5,29.2
2020-03-24,Mundali_Barrage_Cuttack,Mahanadi,465.88,1346.42,21.43,26.5,27.5,29.2
2020-03-25,Mundali_Barrage_Cuttack,Mahanadi,506.78,1506.62,21.44,26.5,27.5,29.2
2020-03-26,Mundali_Barrage_Cuttack,Mahanadi,474.18,1336.06,21.39,26.5,27.5,29.2
2020-03-27,Mundali_Barrage_Cuttack,Mahanadi,575.52,1297.38,21.37,26.5,27.5,29.2
2020-03-28,Mundali_Barrage_Cuttack,Mahanadi,517.87,1408.86,21.35,26.5,27.5,29.2
2020-03-29,Mundali_Barrage_Cuttack,Mahanadi,509.25,1575.88,21.34,26.5,27.5,29.2
2020-03-30,Mundali_Barrage_Cuttack,Mahanadi,498.3,1397.68,21.33,26.5,27.5,29.2
2020-03-31,Mundali_Barrage_Cuttack,Mahanadi,463.91,1455.3,21.35,26.5,27.5,29.2
2020-04-01,Mundali_Barrage_Cuttack,Mahanadi,551.98,1956.49,21.37,26.5,27.5,29.2
2020-04-02,Mundali_Barrage_Cuttack,Mahanadi,477.01,1806.69,21.45,26.5,27.5,29.2
2020-04-03,Mundali_Barrage_Cuttack,Mahanadi,560.97,1781.77,21.43,26.5,27.5,29.2
2020-04-04,Mundali_Barrage_Cuttack,Mahanadi,472.3,1290.56,21.57,26.5,27.5,29.2
2020-04-05,Mundali_Barrage_Cuttack,Mahanadi,476.24,1510.71,21.55,26.5,27.5,29.2
2020-04-06,Mundali_Barrage_Cuttack,Mahanadi,401.04,1324.36,21.54,26.5,27.5,29.2
2020-04-07,Mundali_Barrage_Cuttack,Mahanadi,540.15,1486.16,21.57,26.5,27.5,29.2
2020-04-08,Mundali_Barrage_Cuttack,Mahanadi,566.99,1482.09,21.51,26.5,27.5,29.2
2020-04-09,Mundali_Barrage_Cuttack,Mahanadi,531.49,1549.06,21.61,26.5,27.5,29.2
2020-04-10,Mundali_Barrage_Cuttack,Mahanadi,597.38,1958.98,21.71,26.5,27.5,29.2
2020-04-11,Mundali_Barrage_Cuttack,Mahanadi,521.7,1541.85,21.62,26.5,27.5,29.2
2020-04-12,Mundali_Barrage_Cuttack,Mahanadi,514.34,1720.03,21.61,26.5,27.5,29.2
2020-04-13,Mundali_Barrage_Cuttack,Mahanadi,549.02,1491.31,21.48,26.5,27.5,29.2
2020-04-14,Mundali_Barrage_Cuttack,Mahanadi,412.23,985.51,21.44,26.5,27.5,29.2
2020-04-15,Mundali_Barrage_Cuttack,Mahanadi,408.93,1172.56,21.32,26.5,27.5,29.2
2020-04-16,Mundali_Barrage_Cuttack,Mahanadi,597.98,1610.34,21.31,26.5,27.5,29.2
2020-04-17,Mundali_Barrage_Cuttack,Mahanadi,597.46,1574.99,21.39,26.5,27.5,29.2
2020-04-18,Mundali_Barrage_Cuttack,Mahanadi,539.28,1479.18,21.36,26.5,27.5,29.2
2020-04-19,Mundali_Barrage_Cuttack,Mahanadi,561.8,1815.25,21.43,26.5,27.5,29.2
2020-04-20,Mundali_Barrage_Cuttack,Mahanadi,549.15,1595.86,21.43,26.5,27.5,29.2
2020-04-21,Mundali_Barrage_Cuttack,Mahanadi,491.96,1501.56,21.42,26.5,27.5,29.2
2020-04-22,Mundali_Barrage_Cuttack,Mahanadi,483.56,1475.04,21.52,26.5,27.5,29.2
2020-04-23,Mundali_Barrage_Cuttack,Mahanadi,476.37,1471.78,21.56,26.5,27.5,29.2
2020-04-24,Mundali_Barrage_Cuttack,Mahanadi,478.11,1625.45,21.46,26.5,27.5,29.2
2020-04-25,Mundali_Barrage_Cuttack,Mahanadi,584.44,1592.96,21.41,26.5,27.5,29.2
2020-04-26,Mundali_Barrage_Cuttack,Mahanadi,552.89,1542.86,21.52,26.5,27.5,29.2
2020-04-27,Mundali_Barrage_Cuttack,Mahanadi,524.95,1577.3,21.53,26.5,27.5,29.2
2020-04-28,Mundali_Barrage_Cuttack,Mahanadi,810.66,2482.65,21.63,26.5,27.5,29.2
2020-04-29,Mundali_Barrage_Cuttack,Mahanadi,472.52,1394.06,21.56,26.5,27.5,29.2
2020-04-30,Mundali_Barrage_Cuttack,Mahanadi,538.3,1576.73,21.44,26.5,27.5,29.2
2020-05-01,Mundali_Barrage_Cuttack,Mahanadi,592.94,1487.7,21.41,26.5,27.5,29.2
2020-05-02,Mundali_Barrage_Cuttack,Mahanadi,415.28,1102.08,21.4,26.5,27.5,29.2
2020-05-03,Mundali_Barrage_Cuttack,Mahanadi,448.69,1421.54,21.47,26.5,27.5,29.2
2020-05-04,Mundali_Barrage_Cuttack,Mahanadi,574.2,1618.27,21.49,26.5,27.5,29.2
2020-05-05,Mundali_Barrage_Cuttack,Mahanadi,28001.68,55122.74,27.94,26.5,27.5,29.2
2020-05-06,Mundali_Barrage_Cuttack,Mahanadi,595.96,1205.68,25.63,26.5,27.5,29.2
2020-05-07,Mundali_Barrage_Cuttack,Mahanadi,508.49,1558.1,24.23,26.5,27.5,29.2
2020-05-08,Mundali_Barrage_Cuttack,Mahanadi,9073.0,20420.5,25.51,26.5,27.5,29.2
2020-05-09,Mundali_Barrage_Cuttack,Mahanadi,559.74,1319.68,24.04,26.5,27.5,29.2
2020-05-10,Mundali_Barrage_Cuttack,Mahanadi,467.58,1215.71,23.05,26.5,27.5,29.2
2020-05-11,Mundali_Barrage_Cuttack,Mahanadi,446.81,1457.46,22.54,26.5,27.5,29.2
2020-05-12,Mundali_Barrage_Cuttack,Mahanadi,495.53,1592.34,22.05,26.5,27.5,29.2
2020-05-13,Mundali_Barrage_Cuttack,Mahanadi,546.13,1577.92,21.9,26.5,27.5,29.2
2020-05-14,Mundali_Barrage_Cuttack,Mahanadi,581.7,1796.92,21.76,26.5,27.5,29.2
2020-05-15,Mundali_Barrage_Cuttack,Mahanadi,619.05,1675.73,21.6,26.5,27.5,29.2
2020-05-16,Mundali_Barrage_Cuttack,Mahanadi,618.01,2029.93,21.63,26.5,27.5,29.2
2020-05-17,Mundali_Barrage_Cuttack,Mahanadi,422.48,1145.22,21.52,26.5,27.5,29.2
