date,rainfall_imd_mm,temp_max_c,temp_min_c,pressure_hpa,wind_speed_kmh,relative_humidity_pct
2020-03-14,0.06,35.65,26.25,1007.1,17.26,48.46
2020-03-15,0.0,35.86,29.63,1008.94,15.16,60.45
2020-03-16,0.0,35.1,25.58,1008.5,14.43,55.12
2020-03-17,0.0,36.69,28.35,1007.26,15.5,48.0
2020-03-18,0.0,32.72,23.55,1008.84,15.88,59.43
2020-03-19,0.0,32.98,22.93,1007.02,10.82,62.41
2020-03-20,0.0,33.1,22.95,1006.08,17.03,61.71
2020-03-21,0.0,33.89,24.29,1006.47,15.69,50.6
2020-03-22,0.0,34.97,27.95,1008.71,18.66,59.27
2020-03-23,0.0,31.09,22.68,1012.59,14.72,49.24
2020-03-24,0.0,33.34,23.78,1009.15,12.6,54.25
2020-03-25,1.38,33.42,22.13,1006.78,15.34,59.41
2020-03-26,0.0,34.28,26.56,1006.79,14.87,55.37
2020-03-27,0.0,31.98,20.13,1007.71,15.03,56.54
2020-03-28,0.0,32.6,26.17,1006.88,12.02,51.48
2020-03-29,0.0,32.02,25.02,1007.57,8.89,52.69
2020-03-30,0.0,30.59,23.2,1006.44,12.86,52.1
2020-03-31,0.0,32.09,24.82,1008.27,12.86,56.66
2020-04-01,0.0,32.94,25.12,1006.73,18.06,56.41
2020-04-02,2.17,30.67,20.93,1007.9,14.26,46.77
2020-04-03,1.54,34.84,28.49,1007.08,10.83,43.85
2020-04-04,0.0,36.68,26.01,1009.22,12.76,59.03
2020-04-05,0.0,32.46,25.29,1009.27,19.11,54.63
2020-04-06,0.0,35.52,27.35,1007.91,13.18,60.27
2020-04-07,0.0,36.16,29.4,1007.59,14.79,48.72
2020-04-08,0.0,37.48,30.1,1007.76,7.71,59.32
2020-04-09,0.0,33.49,26.38,1006.35,11.27,51.42
2020-04-10,4.37,33.83,22.01,1007.45,11.78,57.41
2020-04-11,0.0,32.02,25.5,1009.79,17.54,55.97
2020-04-12,0.0,34.14,26.82,1006.53,15.23,53.46
2020-04-13,0.0,33.71,23.95,1008.56,12.09,57.29
2020-04-14,0.0,31.71,22.79,1007.61,11.19,51.66
2020-04-15,0.0,33.02,24.22,1009.33,12.18,57.29
2020-04-16,0.0,37.06,25.06,1005.9,12.42,61.94
2020-04-17,0.0,32.01,22.94,1006.33,16.3,56.08
2020-04-18,0.0,31.93,25.72,1008.0,7.75,63.62
2020-04-19,0.0,30.15,23.85,1007.55,12.29,56.65
2020-04-20,0.0,31.66,23.38,1007.18,12.65,61.29
2020-04-21,0.0,33.97,26.54,1007.33,16.06,64.24
2020-04-22,0.0,32.07,25.95,1007.75,14.29,61.48
2020-04-23,0.0,31.97,25.79,1006.19,14.28,56.26
2020-04-24,0.0,34.8,24.73,1005.81,16.61,52.72
2020-04-25,0.0,34.11,26.44,1008.8,16.63,62.36
2020-04-26,0.0,31.31,24.83,1006.08,9.08,53.04
2020-04-27,0.0,32.58,21.01,1006.27,14.97,49.26
2020-04-28,8.61,33.73,26.25,1003.0,22.38,55.72
2020-04-29,0.0,34.53,23.11,1010.28,15.7,58.5
2020-04-30,0.02,34.91,26.45,1006.32,16.8,53.82
2020-05-01,0.0,35.96,28.33,1006.34,12.49,52.54
2020-05-02,0.0,34.19,26.46,1010.57,8.26,54.66
2020-05-03,0.0,35.6,27.53,1008.16,16.56,61.26
2020-05-04,0.0,37.64,26.25,1009.21,9.04,50.2
2020-05-05,222.25,33.62,24.16,994.81,66.48,100.0
2020-05-06,0.0,34.22,23.78,1006.98,14.22,53.94
2020-05-07,0.47,30.48,18.85,1008.84,8.39,50.84
2020-05-08,98.44,33.19,25.83,1004.92,34.36,87.8
2020-05-09,0.0,34.93,26.07,1008.65,10.14,48.01
2020-05-10,0.0,31.09,20.04,1003.75,12.33,48.49
2020-05-11,0.0,32.6,24.78,1004.65,14.57,57.25
2020-05-12,1.61,31.94,22.0,1007.43,14.58,57.72
2020-05-13,1.35,34.83,23.2,1006.56,12.58,56.53
2020-05-14,0.0,36.67,25.78,1007.5,9.32,61.9
2020-05-15,1.1,37.88,27.93,1006.65,13.78,51.93
2020-05-16,4.39,34.29,27.28,1006.94,15.56,61.41
2020-05-17,0.0,35.24,23.63,1007.62,14.68,58.46
2020-05-18,0.0,35.0,24.94,1010.45,18.88,52.49
2020-05-19,4.47,37.06,28.47,1007.94,17.32,55.28
2020-05-20,0.0,39.42,31.57,1004.0,8.55,58.8
2020-05-21,133.52,34.6,24.23,1000.62,51.3,89.16
2020-05-22,0.0,37.55,29.95,1007.29,18.95,60.35
2020-05-23,6.97,35.81,28.47,1005.85,17.1,47.74
2020-05-24,0.47,37.98,26.6,1007.26,13.53,51.36
2020-05-25,2.71,32.8,25.39,1008.35,16.15,54.02
2020-05-26,0.0,31.31,25.14,1009.98,13.45,55.16
2020-05-27,0.0,35.4,27.01,1007.24,14.12,57.22
2020-05-28,0.0,36.22,27.97,1007.6,12.11,55.35
2020-05-29,0.0,34.16,26.81,1008.98,13.67,50.52
2020-05-30,0.0,29.61,21.6,1007.44,16.02,43.15
2020-05-31,0.0,36.71,29.79,1009.07,12.62,51.53
2020-06-01,12.54,34.79,28.58,995.48,21.84,81.47
2020-06-02,6.02,36.69,25.32,995.15,12.5,80.04
2020-06-03,14.84,37.67,27.63,995.88,16.58,92.36
2020-06-04,4.76,38.6,30.98,994.0,17.87,92.58
2020-06-05,56.3,40.44,31.97,991.7,22.57,94.97
2020-06-06,23.26,37.81,28.47,995.42,16.96,85.59
2020-06-07,40.59,37.83,29.89,994.24,26.85,100.0
2020-06-08,25.88,32.67,25.02,997.19,18.26,93.37
2020-06-09,33.01,38.93,31.62,995.06,25.47,93.53
2020-06-10,1.29,35.7,24.13,992.75,13.07,72.26
2020-06-11,109.17,36.5,27.95,989.04,37.45,100.0
2020-06-12,9.82,36.8,27.42,996.82,14.14,84.95
2020-06-13,2.64,37.77,29.33,995.48,15.98,79.13
2020-06-14,9.72,37.81,27.05,995.86,19.98,90.72
2020-06-15,81.69,37.99,28.18,989.39,33.71,100.0
2020-06-16,36.53,38.1,30.04,996.72,20.85,94.4
2020-06-17,14.4,36.09,30.09,995.55,14.85,93.1
2020-06-18,159.27,38.15,31.64,990.59,47.36,100.0
2020-06-19,26.16,36.36,28.47,994.11,20.45,91.22
2020-06-20,21.25,35.98,28.14,996.25,24.34,83.65
2020-06-21,32.1,37.86,31.09,992.67,27.22,95.14
2020-06-22,33.77,37.27,26.89,995.6,18.9,94.38
2020-06-23,0.73,41.53,30.43,994.43,13.29,81.02
2020-06-24,234.45,39.69,33.17,985.41,76.15,100.0
2020-06-25,7.45,41.47,33.96,995.52,18.6,76.51
2020-06-26,63.9,40.79,32.6,993.03,28.42,100.0
2020-06-27,5.9,33.65,22.18,996.86,12.4,89.92
2020-06-28,31.53,37.22,28.74,996.49,22.54,86.56
2020-06-29,97.56,37.51,28.47,989.41,39.76,100.0
2020-06-30,170.7,35.65,28.96,983.23,56.04,100.0
2020-07-01,13.72,42.03,35.66,994.01,18.63,86.77
2020-07-02,4.6,41.03,32.62,998.43,12.65,81.57
2020-07-03,13.92,36.53,30.18,996.18,23.98,92.13
2020-07-04,57.54,40.51,31.27,991.7,28.76,95.3
2020-07-05,66.81,36.85,29.94,991.33,36.62,95.11
2020-07-06,2.35,39.48,28.51,998.09,14.45,78.55
2020-07-07,27.85,37.14,25.5,995.68,22.27,77.69
2020-07-08,24.33,38.2,27.34,997.61,18.31,93.52
2020-07-09,3.97,36.2,29.87,998.06,17.51,84.23
2020-07-10,13.53,37.6,26.68,995.07,18.36,92.1
2020-07-11,12.2,41.44,31.65,995.59,18.45,92.39
2020-07-12,14.97,43.53,36.21,996.44,21.05,96.17
2020-07-13,166.38,39.35,31.99,988.4,53.82,100.0
2020-07-14,16.33,38.12,29.8,994.2,17.7,84.09
2020-07-15,20.07,41.41,34.54,994.23,16.83,88.07
2020-07-16,2.07,41.35,32.0,996.14,15.04,75.94
2020-07-17,240.94,38.43,31.96,982.78,73.96,100.0
2020-07-18,3.68,38.05,26.11,993.85,15.88,83.76
2020-07-19,4.31,37.99,31.96,995.89,18.54,90.22
2020-07-20,14.81,38.92,30.91,995.02,18.03,88.98
2020-07-21,36.52,36.94,30.36,992.96,24.62,90.28
2020-07-22,31.69,41.44,35.0,994.03,19.23,84.95
2020-07-23,42.71,40.89,29.91,992.92,23.17,87.95
2020-07-24,14.76,40.97,32.96,994.31,16.03,94.42
2020-07-25,24.18,40.73,34.37,994.97,17.66,91.38
2020-07-26,15.05,41.13,29.15,991.36,18.96,82.37
2020-07-27,14.12,42.94,34.04,993.4,12.03,80.98
2020-07-28,25.22,40.07,30.75,992.63,16.12,91.26
2020-07-29,161.19,41.02,33.45,988.51,56.14,100.0
2020-07-30,44.54,39.91,33.11,996.99,23.54,87.52
2020-07-31,25.61,36.83,26.42,994.42,20.59,87.88
2020-08-01,79.47,38.8,29.04,991.14,27.3,100.0
2020-08-02,20.63,41.11,29.77,996.37,22.92,90.15
2020-08-03,15.72,41.01,33.93,996.3,15.43,83.53
2020-08-04,7.94,45.05,36.49,997.52,13.81,85.38
2020-08-05,2.57,37.89,30.19,995.99,18.36,80.79
2020-08-06,0.39,43.08,31.48,996.88,13.78,87.11
2020-08-07,23.28,41.97,29.99,994.9,16.9,94.02
2020-08-08,163.97,40.52,33.2,986.84,61.14,100.0
2020-08-09,7.65,39.58,31.12,997.16,17.59,85.23
2020-08-10,10.12,42.73,30.94,996.97,13.57,83.62
2020-08-11,31.19,38.53,29.5,994.66,19.74,82.46
2020-08-12,29.02,40.34,32.72,992.13,23.04,87.53
2020-08-13,67.19,42.25,31.17,992.37,26.27,96.37
2020-08-14,1.81,40.88,32.98,995.21,15.23,83.61
2020-08-15,10.09,42.34,35.46,996.22,17.52,85.73
2020-08-16,32.13,46.03,36.97,994.09,20.95,88.0
2020-08-17,45.4,44.03,33.52,991.39,27.8,93.49
2020-08-18,3.95,43.4,35.88,997.49,14.79,83.55
2020-08-19,1.54,44.15,35.85,995.78,15.4,80.79
2020-08-20,22.29,42.0,32.38,997.37,23.4,87.93
2020-08-21,49.54,44.31,36.13,994.61,27.47,99.9
2020-08-22,3.34,42.07,32.29,996.08,12.09,78.82
2020-08-23,79.75,40.93,34.1,993.24,34.01,100.0
2020-08-24,104.17,39.3,30.17,987.87,43.08,100.0
2020-08-25,19.72,41.72,31.74,994.66,14.27,96.65
2020-08-26,15.36,43.15,33.26,994.35,14.24,75.03
2020-08-27,8.3,38.14,28.57,995.72,16.07,84.6
2020-08-28,70.96,39.41,33.41,991.13,29.6,100.0
2020-08-29,182.2,42.03,35.32,986.18,53.02,100.0
2020-08-30,13.15,41.14,34.93,995.7,16.97,83.68
2020-08-31,45.4,46.17,37.11,992.37,26.18,95.51
2020-09-01,18.48,40.77,31.54,996.13,19.49,84.73
2020-09-02,142.39,43.77,35.75,986.63,46.41,100.0
2020-09-03,105.52,38.94,30.43,990.38,43.14,100.0
2020-09-04,66.0,41.07,29.35,991.57,30.05,100.0
2020-09-05,9.91,43.48,36.75,994.58,13.8,86.57
2020-09-06,2.05,43.56,34.29,995.18,16.27,80.55
2020-09-07,5.18,42.64,32.02,995.2,13.38,79.1
2020-09-08,9.55,44.52,37.56,992.08,13.71,87.43
2020-09-09,10.4,43.99,34.12,996.59,17.09,79.14
2020-09-10,2.56,41.71,34.06,995.7,13.49,82.15
2020-09-11,5.53,41.94,30.05,996.07,19.33,80.83
2020-09-12,11.74,42.01,30.38,994.8,20.48,87.93
2020-09-13,2.0,44.87,36.73,993.75,15.39,77.18
2020-09-14,47.15,42.26,34.84,992.66,28.73,89.29
2020-09-15,25.72,45.02,37.8,993.76,24.66,88.99
2020-09-16,208.11,45.45,39.3,981.85,62.7,100.0
2020-09-17,1.61,41.67,35.19,993.83,13.05,78.54
2020-09-18,2.63,42.88,36.14,995.52,16.08,81.72
2020-09-19,4.94,44.24,34.96,994.49,15.65,88.46
2020-09-20,21.41,40.74,30.18,992.5,20.5,87.74
2020-09-21,37.5,42.46,35.1,991.25,24.28,94.13
2020-09-22,15.43,42.83,33.89,995.88,19.95,85.37
2020-09-23,23.56,41.88,33.28,996.19,18.71,94.08
2020-09-24,44.23,45.76,34.93,994.41,24.06,100.0
2020-09-25,1.47,41.87,31.38,998.82,18.34,75.41
2020-09-26,5.78,40.16,32.41,995.98,15.09,92.06
2020-09-27,6.81,41.23,29.84,991.71,21.27,85.17
2020-09-28,8.14,42.47,36.47,995.01,18.29,78.5
2020-09-29,51.16,43.95,34.35,991.85,29.45,100.0
2020-09-30,103.75,45.5,39.09,987.78,42.96,100.0
2020-10-01,0.0,45.33,37.29,1007.87,15.61,57.14
2020-10-02,0.0,44.03,34.81,1006.75,10.5,57.6
2020-10-03,0.97,45.23,35.22,1008.22,16.01,54.87
2020-10-04,0.0,39.61,33.29,1008.29,12.18,56.82
2020-10-05,0.0,47.01,40.01,1009.94,18.37,47.52
2020-10-06,0.0,43.13,33.57,1008.19,15.7,49.75
2020-10-07,0.0,49.27,41.26,1006.31,9.76,55.45
2020-10-08,0.22,46.8,38.17,1006.82,15.39,46.56
2020-10-09,0.0,42.95,34.98,1009.23,7.77,53.4
2020-10-10,2.01,42.71,36.2,1010.44,14.56,57.97
2020-10-11,0.0,37.5,31.05,1007.06,11.85,51.95
2020-10-12,0.0,43.13,36.41,1006.99,13.76,52.1
2020-10-13,0.0,41.84,33.14,1007.87,19.05,64.22
2020-10-14,0.0,42.3,35.7,1006.78,18.8,59.01
2020-10-15,0.0,40.53,29.98,1003.74,11.11,49.23
2020-10-16,1.66,43.22,33.94,1009.05,12.1,49.35
2020-10-17,0.0,40.9,34.8,1008.05,13.69,56.97
2020-10-18,2.87,43.0,36.25,1008.89,19.1,58.11
2020-10-19,0.0,44.23,34.49,1008.42,12.81,51.16
2020-10-20,0.0,44.23,36.42,1009.69,15.72,51.48
2020-10-21,0.0,41.78,33.82,1008.17,10.48,54.48
2020-10-22,0.0,42.06,31.44,1007.46,19.04,45.44
2020-10-23,95.51,45.23,33.92,1001.93,38.12,79.36
2020-10-24,0.0,42.21,30.6,1008.24,10.7,62.1
2020-10-25,0.0,45.0,34.41,1006.45,15.95,59.06
2020-10-26,151.96,40.54,28.64,997.25,56.04,100.0
2020-10-27,0.0,41.87,30.65,1010.03,11.97,49.53
2020-10-28,0.0,40.25,29.8,1011.18,13.27,45.55
2020-10-29,0.0,41.16,31.66,1007.79,19.05,60.0
2020-10-30,0.0,42.61,36.57,1004.07,17.21,61.36
2020-10-31,148.92,42.18,33.17,999.57,52.0,100.0
2020-11-01,0.0,41.99,33.14,1009.66,15.17,54.53
2020-11-02,4.97,40.67,31.37,1007.65,18.21,55.4
2020-11-03,0.0,40.86,29.03,1008.13,8.41,55.56
2020-11-04,0.0,40.2,33.43,1007.09,16.96,51.44
2020-11-05,0.0,41.09,29.45,1006.55,10.01,54.69
2020-11-06,0.0,40.06,32.96,1009.47,12.56,56.8
2020-11-07,0.0,41.12,30.42,1007.91,13.52,59.68
2020-11-08,0.0,43.69,32.32,1007.62,17.29,47.17
2020-11-09,0.0,35.83,28.16,1008.86,9.06,58.02
2020-11-10,0.0,40.2,33.28,1008.22,15.48,40.73
2020-11-11,0.0,41.22,29.42,1007.19,13.52,57.15
2020-11-12,0.0,41.04,33.49,1008.04,19.57,52.59
2020-11-13,0.0,42.27,33.07,1005.29,10.47,53.32
2020-11-14,0.0,46.58,39.22,1007.94,19.61,57.1
2020-11-15,0.0,38.36,27.72,1010.03,12.81,49.35
2020-11-16,0.0,41.27,30.5,1010.27,8.47,59.46
2020-11-17,0.0,41.42,33.86,1005.69,5.29,57.96
2020-11-18,0.0,43.42,33.92,1008.3,11.49,62.12
2020-11-19,0.0,43.24,35.77,1007.57,11.75,48.77
2020-11-20,0.0,37.4,28.25,1007.11,10.64,59.65
2020-11-21,0.13,37.96,30.07,1006.16,7.97,54.53
2020-11-22,0.0,40.91,32.24,1008.55,14.87,55.23
2020-11-23,0.0,42.49,35.96,1010.29,12.63,55.93
2020-11-24,0.0,41.92,35.74,1007.35,13.58,61.03
2020-11-25,7.66,43.25,33.98,1005.25,14.77,53.9
2020-11-26,0.0,44.06,36.76,1006.92,10.08,47.01
2020-11-27,0.0,39.43,33.02,1009.1,10.59,50.54
2020-11-28,0.0,40.82,32.66,1008.16,10.62,60.64
2020-11-29,202.25,40.5,32.53,995.7,67.7,100.0
2020-11-30,0.0,39.54,29.18,1005.32,16.04,49.23
2020-12-01,0.0,41.24,33.59,1010.34,7.81,53.41
2020-12-02,0.0,40.66,30.87,1009.43,12.04,55.14
2020-12-03,0.0,36.31,29.22,1007.88,7.89,55.24
2020-12-04,0.0,37.96,26.4,1007.84,15.21,58.58
2020-12-05,3.74,41.27,34.59,1008.8,18.04,58.35
2020-12-06,0.0,38.81,29.64,1011.15,14.29,53.38
2020-12-07,1.43,40.72,33.92,1005.2,17.34,58.66
2020-12-08,0.28,35.11,28.47,1011.05,16.74,56.89
2020-12-09,0.0,38.43,31.76,1008.3,12.78,51.92
2020-12-10,0.0,39.98,28.97,1008.88,12.13,56.69
2020-12-11,0.0,41.29,33.24,1005.96,14.96,54.18
2020-12-12,2.98,41.05,29.2,1008.59,16.21,61.25
2020-12-13,0.0,40.15,28.25,1006.69,13.62,59.23
2020-12-14,1.12,40.44,31.69,1009.25,13.97,52.16
2020-12-15,0.0,39.68,31.81,1008.91,11.76,55.22
2020-12-16,0.0,38.49,30.36,1004.67,17.37,61.33
2020-12-17,0.0,37.31,30.56,1006.3,13.03,55.54
2020-12-18,0.0,35.46,29.0,1004.65,16.99,57.65
2020-12-19,0.0,41.29,30.03,1007.59,14.93,47.11
2020-12-20,0.27,38.43,30.38,1009.75,11.43,55.58
2020-12-21,0.0,36.22,29.09,1008.5,17.45,56.48
2020-12-22,0.13,41.22,33.26,1008.43,17.32,46.49
2020-12-23,0.0,40.98,30.53,1010.77,10.83,58.15
2020-12-24,0.0,40.22,28.44,1008.63,10.56,57.33
2020-12-25,4.19,42.16,31.48,1009.61,17.58,58.83
2020-12-26,3.44,37.42,27.58,1008.93,15.46,55.63
2020-12-27,2.17,39.3,32.24,1006.64,14.44,47.68
2020-12-28,0.0,37.25,26.7,1007.44,16.64,55.01
2020-12-29,2.6,36.91,26.81,1007.16,19.05,58.48
2020-12-30,0.0,33.66,21.76,1006.21,10.91,49.78
2020-12-31,0.0,34.75,23.26,1008.62,15.49,53.53
2021-01-01,2.67,37.82,26.14,1008.57,11.11,61.09
2021-01-02,0.91,37.47,26.7,1006.58,10.8,57.98
2021-01-03,0.46,40.44,31.21,1006.08,17.65,60.86
2021-01-04,0.0,39.6,30.18,1007.83,15.5,50.61
2021-01-05,0.0,35.39,24.6,1009.19,14.65,53.48
2021-01-06,0.0,40.53,31.95,1005.95,8.54,52.01
2021-01-07,0.0,37.66,27.24,1007.83,13.7,54.71
2021-01-08,0.0,37.78,27.45,1009.08,16.62,50.17
2021-01-09,1.18,35.22,24.28,1008.47,16.39,49.27
2021-01-10,0.0,35.35,29.25,1008.33,13.27,57.17
2021-01-11,0.0,38.76,26.97,1006.16,14.02,59.29
2021-01-12,0.0,35.78,28.15,1007.55,12.65,60.83
2021-01-13,1.05,36.95,28.45,1008.09,12.56,59.47
2021-01-14,0.15,37.23,25.65,1006.51,17.72,54.99
2021-01-15,0.0,38.77,31.72,1009.38,18.09,48.11
2021-01-16,1.12,36.93,28.08,1007.95,13.45,61.79
2021-01-17,0.0,38.41,29.94,1008.34,18.91,61.56
2021-01-18,0.0,35.01,24.59,1007.0,14.2,44.9
2021-01-19,8.03,39.28,32.41,1006.75,12.49,68.78
2021-01-20,0.0,36.28,25.97,1007.84,19.0,52.94
2021-01-21,0.0,36.94,29.68,1009.89,15.92,48.42
2021-01-22,0.0,33.06,21.86,1007.19,12.21,64.74
2021-01-23,0.0,37.12,28.97,1006.17,13.98,55.89
2021-01-24,0.0,37.62,26.82,1008.19,19.25,53.05
2021-01-25,0.0,33.13,24.34,1007.95,14.85,54.14
2021-01-26,0.0,35.93,26.14,1008.94,10.78,55.62
2021-01-27,0.0,36.25,27.57,1006.8,11.93,58.44
2021-01-28,1.3,36.08,27.56,1008.52,11.76,55.57
2021-01-29,0.0,33.14,23.62,1009.44,15.44,49.72
2021-01-30,0.0,37.39,27.35,1009.1,16.58,56.26
2021-01-31,1.0,38.4,28.29,1006.89,12.23,51.58
2021-02-01,0.0,32.5,26.38,1007.28,10.19,48.76
2021-02-02,2.85,34.72,27.76,1008.24,16.24,62.22
2021-02-03,2.44,33.25,22.63,1005.69,13.41,61.95
2021-02-04,0.0,37.98,29.08,1007.27,15.47,57.74
2021-02-05,0.0,35.92,28.18,1008.54,14.38,49.11
2021-02-06,0.0,36.47,26.48,1008.17,7.9,65.56
2021-02-07,0.0,35.38,26.36,1007.27,13.74,62.94
2021-02-08,2.61,35.16,25.48,1007.67,12.28,55.95
2021-02-09,0.0,36.36,25.45,1007.06,14.0,57.07
2021-02-10,0.0,33.65,24.37,1008.57,11.4,55.49
2021-02-11,0.0,35.86,29.09,1007.44,12.4,56.47
2021-02-12,0.0,37.0,29.59,1007.12,10.19,58.34
2021-02-13,0.0,35.09,28.32,1009.53,10.45,53.74
2021-02-14,0.0,33.69,24.66,1008.4,15.94,55.1
2021-02-15,0.0,36.6,27.64,1007.51,10.71,39.12
2021-02-16,0.0,33.7,25.7,1009.75,22.27,53.47
2021-02-17,0.0,34.19,26.18,1010.18,13.2,53.0
2021-02-18,0.0,32.5,23.73,1007.22,15.46,45.25
2021-02-19,0.0,32.71,20.91,1004.93,9.81,51.46
2021-02-20,0.0,37.32,30.08,1007.61,18.28,52.9
2021-02-21,0.0,31.32,20.87,1008.45,14.92,53.76
2021-02-22,0.0,32.17,20.73,1009.74,13.53,54.08
2021-02-23,0.0,35.35,26.08,1007.7,16.77,49.75
2021-02-24,0.0,33.19,26.5,1008.22,15.76,58.1
2021-02-25,0.0,32.27,24.56,1007.3,18.05,51.73
2021-02-26,0.0,33.45,21.85,1006.68,17.5,57.65
2021-02-27,0.0,32.17,20.92,1007.57,12.31,57.4
2021-02-28,0.0,38.43,26.75,1007.65,17.54,66.72
2021-03-01,0.16,35.45,28.63,1009.41,13.21,56.39
2021-03-02,0.0,32.29,24.76,1005.97,6.28,53.46
2021-03-03,0.0,33.91,27.59,1007.22,14.13,61.29
2021-03-04,0.0,31.09,23.9,1008.35,16.61,46.58
2021-03-05,0.0,32.18,25.36,1009.45,15.34,51.01
2021-03-06,0.0,31.8,24.34,1008.71,12.73,57.5
2021-03-07,3.04,34.96,25.06,1007.56,12.29,49.81
2021-03-08,0.0,33.42,26.68,1007.01,8.93,49.4
2021-03-09,0.0,32.53,24.33,1008.57,10.92,53.13
2021-03-10,0.0,31.56,23.36,1008.91,14.8,50.88
2021-03-11,10.66,32.29,22.82,1009.35,17.0,62.48
2021-03-12,1.19,34.14,24.24,1009.43,19.29,56.88
2021-03-13,0.0,31.0,20.21,1008.55,12.65,56.19
2021-03-14,0.0,32.24,26.13,1006.49,17.29,44.04
2021-03-15,0.0,35.16,27.87,1008.71,14.01,61.15
2021-03-16,0.0,32.61,22.78,1007.11,15.76,53.97
2021-03-17,1.99,36.67,29.13,1009.44,17.57,53.58
2021-03-18,4.38,36.21,25.93,1008.29,16.08,49.37
2021-03-19,0.0,34.09,25.38,1007.9,13.04,49.85
2021-03-20,0.0,34.71,23.42,1007.41,12.03,53.82
2021-03-21,0.0,35.16,26.51,1006.97,18.59,54.59
2021-03-22,0.0,28.93,20.73,1006.57,18.14,55.58
2021-03-23,0.0,37.15,29.53,1008.44,14.86,54.26
2021-03-24,0.0,36.77,30.59,1009.46,14.58,66.96
2021-03-25,0.0,31.7,24.54,1007.66,13.66,57.83
2021-03-26,0.0,33.65,24.6,1010.67,16.42,50.76
2021-03-27,0.53,29.43,21.94,1007.47,18.16,61.62
2021-03-28,0.0,31.54,23.9,1007.79,14.17,56.42
2021-03-29,0.0,33.03,26.8,1007.64,16.36,55.65
2021-03-30,0.0,28.79,17.12,1011.06,12.58,55.95
2021-03-31,0.0,32.63,23.9,1005.6,8.52,60.24
2021-04-01,1.75,33.98,25.95,1009.38,16.63,58.22
2021-04-02,0.0,33.47,24.29,1009.35,20.56,51.57
2021-04-03,0.0,31.25,21.86,1009.44,13.49,50.94
2021-04-04,0.0,32.98,25.0,1005.3,17.37,54.07
2021-04-05,0.0,32.57,21.33,1008.43,10.35,49.39
2021-04-06,0.0,34.9,26.52,1007.42,12.99,48.29
2021-04-07,0.0,33.31,24.28,1008.34,13.94,56.45
2021-04-08,0.76,30.68,18.99,1007.62,11.87,59.68
2021-04-09,0.0,33.45,22.16,1008.15,18.63,55.43
2021-04-10,0.0,31.07,24.31,1008.2,8.8,56.11
2021-04-11,3.21,33.24,24.01,1007.17,14.75,58.49
2021-04-12,2.01,29.44,18.0,1006.82,15.86,49.56
2021-04-13,0.0,32.87,25.28,1007.48,14.94,55.65
2021-04-14,0.0,31.59,19.98,1008.1,16.12,60.95
2021-04-15,0.0,33.64,23.35,1008.12,14.1,59.03
2021-04-16,1.88,33.65,24.76,1006.39,14.35,48.54
2021-04-17,0.0,30.72,20.43,1005.15,9.25,59.08
2021-04-18,0.0,32.56,26.4,1006.59,16.07,51.58
2021-04-19,0.0,33.13,27.07,1006.76,14.45,55.49
2021-04-20,0.0,32.58,21.89,1008.21,15.18,57.27
2021-04-21,0.0,34.45,24.09,1007.32,11.92,51.7
2021-04-22,0.0,32.47,21.42,1009.59,16.72,55.62
2021-04-23,0.0,34.94,23.61,1006.23,20.83,50.74
2021-04-24,4.09,31.64,22.29,1007.74,11.52,56.27
2021-04-25,0.0,33.96,24.44,1004.89,11.36,62.02
2021-04-26,3.52,31.46,22.0,1006.96,13.64,51.08
2021-04-27,0.0,29.36,20.84,1009.64,13.63,55.08
2021-04-28,5.33,33.96,22.44,1007.01,12.97,49.63
2021-04-29,0.0,32.82,22.81,1008.32,11.59,42.73
2021-04-30,0.53,33.14,25.33,1010.13,17.22,53.47
2021-05-01,0.0,32.98,21.46,1007.23,17.0,67.19
2021-05-02,0.0,33.89,27.19,1010.08,14.32,49.61
2021-05-03,0.0,34.45,26.96,1008.76,11.47,58.21
2021-05-04,0.0,32.62,24.19,1008.5,22.81,49.63
2021-05-05,4.12,34.88,24.69,1010.5,11.86,54.95
2021-05-06,0.0,31.07,19.63,1009.8,11.61,55.84
2021-05-07,0.0,33.86,22.5,1010.18,12.2,47.21
2021-05-08,0.0,35.61,29.07,1008.64,12.8,59.08
2021-05-09,0.0,30.97,23.04,1007.24,12.76,51.31
2021-05-10,0.0,36.58,25.22,1006.83,11.7,60.85
2021-05-11,0.35,36.31,28.83,1007.16,15.17,59.95
2021-05-12,0.0,38.41,31.01,1008.56,12.77,58.92
2021-05-13,1.17,35.46,29.02,1004.81,12.37,58.64
2021-05-14,0.0,37.53,27.56,1008.62,17.36,52.38
2021-05-15,0.0,32.98,25.16,1010.09,17.97,54.15
2021-05-16,0.0,35.8,29.21,1008.42,16.29,50.1
2021-05-17,0.0,32.83,24.2,1007.75,11.72,50.11
2021-05-18,4.39,38.35,31.81,1005.58,13.13,55.02
2021-05-19,0.0,31.58,19.98,1007.67,11.05,52.74
2021-05-20,0.0,35.01,23.84,1006.55,14.6,54.95
2021-05-21,12.35,31.51,22.16,1006.21,15.47,57.43
2021-05-22,161.93,35.3,23.31,1000.07,51.47,98.7
2021-05-23,0.84,34.16,27.48,1009.11,15.22,59.83
2021-05-24,0.0,36.92,28.2,1006.65,13.18,43.99
2021-05-25,0.0,36.22,24.59,1008.56,15.22,56.78
2021-05-26,0.0,33.4,25.5,1005.59,8.58,53.63
